config_index,config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
5,5_异质性,100,5,3,50,0.0,0.0,0,0.3,0.3,1.0,1.0,0.0133022693161257,0.1114838302177358,0.0122516940310582,0.88,1.0,1.0133022693161258
0,0_基准,200,10,0,50,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.033430683966375,0.1987755300006263,0.0383941006965702,0.96,1.0,0.966569316033625
1,1_非线性,200,10,0,50,1.0,0.0,0,0.3,0.0,1.0,1.0,-0.0331512677604241,0.2381916267799272,0.0556362445139447,0.96,0.98,0.966848732239576
2,2_交互,200,10,0,50,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0362436176466274,0.217243534400722,0.0458811534188027,0.94,1.0,0.9637563823533726
3,3_稀疏性,200,10,0,50,0.0,0.0,5,0.3,0.0,1.0,1.0,-0.0615138075300909,0.203726823624635,0.0377206701473341,0.86,1.0,0.938486192469909
4,4_偏态,200,10,0,50,0.0,0.0,0,2.0,0.0,1.0,1.0,-0.1177218728811161,0.4097125887996577,0.1540059660662797,0.76,0.82,0.8822781271188839
5,5_异质性,200,10,0,50,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0282002326935497,0.2145340677000952,0.0452296130799786,0.92,1.0,0.9717997673064502
0,0_基准,200,10,1,50,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0827886979731304,0.2344670304725539,0.0481208198665312,0.84,1.0,0.9172113020268696
1,1_非线性,200,10,1,50,1.0,0.0,0,0.3,0.0,1.0,1.0,-0.0718205229928831,0.2120498946548913,0.0398069703001792,0.94,0.98,0.9281794770071168
2,2_交互,200,10,1,50,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0601885065910741,0.2482601421042274,0.0580104418319474,0.84,0.98,0.939811493408926
3,3_稀疏性,200,10,1,50,0.0,0.0,5,0.3,0.0,1.0,1.0,-0.0917821487609525,0.2382646393641023,0.0483460755401281,0.82,1.0,0.9082178512390474
4,4_偏态,200,10,1,50,0.0,0.0,0,2.0,0.0,1.0,1.0,-0.0911978473745677,0.2383678602921283,0.0485021894544926,0.82,1.0,0.9088021526254324
