config_name,n_samples,d_dim,dgp_num,n,W,p_shapiro,A2,reject_shapiro,reject_ad,reject_both
rho_0.5,400,30,3,100,0.9859935096745972,0.3735679906594934,0.371015660077461,False,False,False
rho_0.7,400,30,3,100,0.9864170063969505,0.39962842197583337,0.3469112947533688,False,False,False
s1_0.5,400,30,3,100,0.9863068954455398,0.39272650578039536,0.35382332468419975,False,False,False
s1_1.0,400,30,3,100,0.98619400180046,0.3857419898901182,0.35697313885034987,False,False,False
s1_2.0,400,30,3,100,0.9861967756654562,0.3859124869695403,0.35683190343262083,False,False,False
0_基准,50,10,2,100,0.9807127479588524,0.15100615575457937,0.6194143270422074,False,False,False
inter_0.25,50,10,2,100,0.9848090216416984,0.3076552621950809,0.4860505585296977,False,False,False
inter_0.5,50,10,2,100,0.9878364013227482,0.49622385146422976,0.34222466837373133,False,False,False
inter_1.0,50,10,2,100,0.9931203124471651,0.8952113221096114,0.21449323971539513,False,False,False
hete_0.15,50,10,2,100,0.9865797248125805,0.4099889524621154,0.41473268145682596,False,False,False
hete_0.3,50,10,2,100,0.9915985710368012,0.7914418315912367,0.30151583868689613,False,False,False
hete_0.5,50,10,2,100,0.9940210567210462,0.941329356231443,0.1945018796629654,False,False,False
noise_0.5,50,10,2,100,0.9912611801141777,0.7654946031945321,0.2840897791130459,False,False,False
noise_1.0,50,10,2,100,0.9829358287594987,0.22349032517921008,0.5662419231728251,False,False,False
noise_2.0,50,10,2,100,0.9754124003324829,0.05812108597272681,0.6955975615127414,False,False,False
rho_0.3,50,10,2,100,0.982262801289871,0.19870058158450532,0.5619035041388827,False,False,False
rho_0.5,50,10,2,100,0.9799143420971538,0.130908145244588,0.5240483236104581,False,False,False
rho_0.7,50,10,2,100,0.9848482255381928,0.30967381268772676,0.46995909935820634,False,False,False
s1_0.5,50,10,2,100,0.9845551912523013,0.29485072570503856,0.5599516562841984,False,False,False
s1_1.0,50,10,2,100,0.9873925890545124,0.46455469075678874,0.5010010474696429,False,False,False
s1_2.0,50,10,2,100,0.9829006140473577,0.2221263587613364,0.636063101187176,False,False,False
0_基准,50,10,3,100,0.9865653598706866,0.4090666125662011,0.3485755211110728,False,False,False
inter_0.25,50,10,3,100,0.9852885217210615,0.3331047080392189,0.4029366139258457,False,False,False
inter_0.5,50,10,3,100,0.9838155641158913,0.2600998113876817,0.47463431988207105,False,False,False
inter_1.0,50,10,3,100,0.9847857875075601,0.30646415744874317,0.4154366657041919,False,False,False
hete_0.15,50,10,3,100,0.9842381757115161,0.27949533499414103,0.43441066557772956,False,False,False
hete_0.3,50,10,3,100,0.9861095378389857,0.38057735125536324,0.38812100427969654,False,False,False
hete_0.5,50,10,3,100,0.9846438640203886,0.29927190327109693,0.4428610360184564,False,False,False
noise_0.5,50,10,3,100,0.9855717191177495,0.34892073377801536,0.3846559330800119,False,False,False
noise_1.0,50,10,3,100,0.9858079084667395,0.3625613039678568,0.3614176014335442,False,False,False
noise_2.0,50,10,3,100,0.9867314865565205,0.4198238056840681,0.32699899362314966,False,False,False
rho_0.3,50,10,3,100,0.9869001333946665,0.4309455670054977,0.325371941275435,False,False,False
rho_0.5,50,10,3,100,0.9850457829252388,0.3200136856296788,0.36678937725341143,False,False,False
rho_0.7,50,10,3,100,0.9829821920057047,0.22529767673704953,0.430860406429602,False,False,False
s1_0.5,50,10,3,100,0.9833397547895515,0.23968513044689377,0.40709945031512973,False,False,False
s1_1.0,50,10,3,100,0.9820590313784584,0.19171010754828788,0.4353081738854314,False,False,False
s1_2.0,50,10,3,100,0.9825399789219222,0.20858759889073947,0.4021148009567952,False,False,False
0_基准,50,20,2,100,0.98980897019358,0.649159767375774,0.36396106232079717,False,False,False
inter_0.25,50,20,2,100,0.989179874536403,0.5987730502947026,0.22930709576451136,False,False,False
inter_0.5,50,20,2,100,0.9919721834473862,0.8192067751026337,0.17066548955479277,False,False,False
inter_1.0,50,20,2,100,0.9863638651095504,0.39628642791404306,0.5545252276900925,False,False,False
hete_0.15,50,20,2,100,0.989421795415681,0.618039085618824,0.2681660897107605,False,False,False
hete_0.3,50,20,2,100,0.9902469378333602,0.6845635363312836,0.2730636080916611,False,False,False
hete_0.5,50,20,2,100,0.99157036323792,0.7893010909449949,0.1946462149782917,False,False,False
noise_0.5,50,20,2,100,0.9878212759146866,0.4951241014023799,0.3976148006545941,False,False,False
noise_1.0,50,20,2,100,0.9929019200821237,0.8820707132129593,0.20752868450028927,False,False,False
noise_2.0,50,20,2,100,0.9835373101511086,0.24798214207787878,0.5380197556192741,False,False,False
rho_0.3,50,20,2,100,0.9936528153991687,0.9241346083297262,0.1865306367473636,False,False,False
rho_0.5,50,20,2,100,0.9937483840473689,0.9288256356392603,0.18270857635039306,False,False,False
rho_0.7,50,20,2,100,0.9930579687225549,0.891531908220727,0.17252993140955653,False,False,False
s1_0.5,50,20,2,100,0.983869035174279,0.26248716037327235,0.4037094025199792,False,False,False
s1_1.0,50,20,2,100,0.9931593324532171,0.8974842649158665,0.17393493390738968,False,False,False
s1_2.0,50,20,2,100,0.9932791461441005,0.9043163998583305,0.27846330013589693,False,False,False
0_基准,50,20,3,100,0.9889994073184509,0.5845228643920389,0.4245843590321101,False,False,False
inter_0.25,50,20,3,100,0.9884597543565559,0.542699473888804,0.4413646308714618,False,False,False
inter_0.5,50,20,3,100,0.9882424061978446,0.5262493039046331,0.45069539984109497,False,False,False
inter_1.0,50,20,3,100,0.9867335040312908,0.41995565792238887,0.5374189779319352,False,False,False
hete_0.15,50,20,3,100,0.9859548459989051,0.3712542448440748,0.5817110813731858,False,False,False
hete_0.3,50,20,3,100,0.9847207664191688,0.3031513018674647,0.6246063184512423,False,False,False
hete_0.5,50,20,3,100,0.9853111882579765,0.33434900367088943,0.594908850599225,False,False,False
noise_0.5,50,20,3,100,0.986491138648171,0.40432477138130535,0.5297196185674125,False,False,False
noise_1.0,50,20,3,100,0.9878986052786939,0.500761259808891,0.48671275363012967,False,False,False
noise_2.0,50,20,3,100,0.9890948873847536,0.5920479865410264,0.44358253290232597,False,False,False
rho_0.3,50,20,3,100,0.9874369331011561,0.46766173000903427,0.4176197453289632,False,False,False
rho_0.5,50,20,3,100,0.9874976760943934,0.4719388185879476,0.4132889383442375,False,False,False
rho_0.7,50,20,3,100,0.9873874318211004,0.4641941865602437,0.41648961407635454,False,False,False
s1_0.5,50,20,3,100,0.9877226245119824,0.48798588296776435,0.39014861767687137,False,False,False
s1_1.0,50,20,3,100,0.9876902766451646,0.485658458999506,0.42419512211395727,False,False,False
s1_2.0,50,20,3,100,0.9882410480515108,0.5261473016497323,0.3963346086600268,False,False,False
0_基准,50,30,2,100,0.9800894716287248,0.13508276399504893,0.7008265012722319,False,False,False
inter_0.25,50,30,2,100,0.9914473879912283,0.7799042083127925,0.34548084656452716,False,False,False
inter_0.5,50,30,2,100,0.9898386364674941,0.6515542934903891,0.272619556862864,False,False,False
inter_1.0,50,30,2,100,0.985395673259786,0.3390199112228898,0.3138238616164557,False,False,False
hete_0.15,50,30,2,100,0.9856324357483186,0.35238814692662707,0.5618545727960935,False,False,False
hete_0.3,50,30,2,100,0.9901225381397757,0.6745031985119898,0.44629944743469707,False,False,False
hete_0.5,50,30,2,100,0.991938076361581,0.8167214635359508,0.20119376406621825,False,False,False
noise_0.5,50,30,2,100,0.9753816335599802,0.05779946909520655,0.8727952974665811,False,True,False
noise_1.0,50,30,2,100,0.9837281026847237,0.2562359267244906,0.5029202283724601,False,False,False
noise_2.0,50,30,2,100,0.9822381616003258,0.19784292946114174,0.49589398868354806,False,False,False
rho_0.3,50,30,2,100,0.9784276105272094,0.10018141245101693,0.5760808308357781,False,False,False
rho_0.5,50,30,2,100,0.9770222923311072,0.07772807869324605,0.4661734602145913,False,False,False
rho_0.7,50,30,2,100,0.9846301336430967,0.2985836769077044,0.46178060818178324,False,False,False
s1_0.5,50,30,2,100,0.9830973796431113,0.22984530138174458,0.5740584251715006,False,False,False
s1_1.0,50,30,2,100,0.9861100401544466,0.38060791132193256,0.36989943779367707,False,False,False
s1_2.0,50,30,2,100,0.988455309802903,0.5423606322963859,0.42996156346232794,False,False,False
0_基准,50,30,3,100,0.9888753558907657,0.5747975033091478,0.2729554561267946,False,False,False
inter_0.25,50,30,3,100,0.9882286495745083,0.5252165921123892,0.29128772374642153,False,False,False
inter_0.5,50,30,3,100,0.9887562589602628,0.5655196415806003,0.264302464589079,False,False,False
inter_1.0,50,30,3,100,0.9892197150349775,0.6019338575709705,0.26807656070722885,False,False,False
hete_0.15,50,30,3,100,0.9897149918341588,0.6415816310699796,0.23706842231302971,False,False,False
hete_0.3,50,30,3,100,0.9894112029216875,0.6171921098110376,0.24923820584947975,False,False,False
hete_0.5,50,30,3,100,0.9890720167782385,0.5902424747193586,0.26635327650515705,False,False,False
noise_0.5,50,30,3,100,0.9884249421435068,0.5400481540483131,0.2760447398538446,False,False,False
noise_1.0,50,30,3,100,0.9878080578685232,0.49416418107493254,0.2905144452455346,False,False,False
noise_2.0,50,30,3,100,0.9851803710441895,0.3272192314200133,0.3336733479635683,False,False,False
rho_0.3,50,30,3,100,0.9867889191144801,0.42358865434722415,0.27244274993988427,False,False,False
rho_0.5,50,30,3,100,0.9871159990022712,0.44547293672288013,0.27422517840659566,False,False,False
rho_0.7,50,30,3,100,0.9872994626186113,0.4580722404120333,0.27243469228487527,False,False,False
s1_0.5,50,30,3,100,0.9870638263336964,0.44193211333946353,0.2798447687285375,False,False,False
s1_1.0,50,30,3,100,0.9871217730380777,0.4458659598365876,0.2802189435687694,False,False,False
s1_2.0,50,30,3,100,0.9887081380056341,0.5617883183365583,0.23671211672072445,False,False,False
0_基准,800,10,2,100,0.9936863516272453,0.9257987040173842,0.20635900087656012,False,False,False
inter_0.25,800,10,2,100,0.9855050602059208,0.34514511989773594,0.2643049321338822,False,False,False
inter_0.5,800,10,2,100,0.9887705715416161,0.5666314145614789,0.2808404566088143,False,False,False
inter_1.0,800,10,2,100,0.9864459522030011,0.4014574232489451,0.43900286686934464,False,False,False
hete_0.15,800,10,2,100,0.9873701263406489,0.4629857803651133,0.298244661732852,False,False,False
hete_0.3,800,10,2,100,0.9824992908279506,0.20710845273167205,0.3077874723467602,False,False,False
hete_0.5,800,10,2,100,0.9859915688503489,0.3734515843280118,0.29757980642558834,False,False,False
noise_0.5,800,10,2,100,0.9963572282697779,0.9961532457627781,0.13503215902017018,False,False,False
noise_1.0,800,10,2,100,0.9930094115566408,0.8886259745679241,0.2331519342919819,False,False,False
noise_2.0,800,10,2,100,0.9914122590175938,0.7772016989615476,0.2578718834527933,False,False,False
rho_0.3,800,10,2,100,0.9914255955458428,0.7782286071766714,0.23178232370517549,False,False,False
rho_0.5,800,10,2,100,0.9803094237595735,0.14050825235895914,0.37346186526583836,False,False,False
rho_0.7,800,10,2,100,0.992009579547266,0.8219193429912052,0.24215698400044516,False,False,False
s1_0.5,800,10,2,100,0.9902586489680528,0.6855103185582444,0.23867794108049623,False,False,False
s1_1.0,800,10,2,100,0.9922845590815609,0.8414393767538755,0.2295925835183681,False,False,False
s1_2.0,800,10,2,100,0.9851610991629208,0.32617940022566255,0.4196350758322751,False,False,False
0_基准,800,10,3,100,0.9805594173104124,0.14692949036362452,0.2045303651938184,False,False,False
inter_0.25,800,10,3,100,0.980191672815506,0.1375781110313175,0.2351537457359001,False,False,False
inter_0.5,800,10,3,100,0.9805557595659941,0.14683353981540287,0.21750760126943192,False,False,False
inter_1.0,800,10,3,100,0.9809665377475137,0.15799228330732978,0.2056143577567724,False,False,False
hete_0.15,800,10,3,100,0.9807248128573579,0.15133148302939015,0.22723034134494924,False,False,False
hete_0.3,800,10,3,100,0.9805299409568464,0.14615796870565412,0.25332608015536096,False,False,False
hete_0.5,800,10,3,100,0.9804461786541566,0.14398671209226316,0.25655756595961066,False,False,False
noise_0.5,800,10,3,100,0.9801610951992805,0.13682689986378627,0.27729900224233006,False,False,False
noise_1.0,800,10,3,100,0.9805692867144834,0.14718868618225445,0.26129936956904487,False,False,False
noise_2.0,800,10,3,100,0.9796464247198582,0.12476263361638879,0.3179001370110939,False,False,False
rho_0.3,800,10,3,100,0.979487700709062,0.12125505933204528,0.32200508099711556,False,False,False
rho_0.5,800,10,3,100,0.9796543492182117,0.12494031733953398,0.30687502457661253,False,False,False
rho_0.7,800,10,3,100,0.9796996015831343,0.12595969243363608,0.3158669326544157,False,False,False
s1_0.5,800,10,3,100,0.9798133411496746,0.12855764228082345,0.3095024041167136,False,False,False
s1_1.0,800,10,3,100,0.9799333420968712,0.1313549448853235,0.30385684845205674,False,False,False
s1_2.0,800,10,3,100,0.9803367401519327,0.1411965398399544,0.2796501591848539,False,False,False
0_基准,800,20,2,100,0.9841369925209669,0.2747409357220567,0.360044857268619,False,False,False
inter_0.25,800,20,2,100,0.9912935554483088,0.7680143756295477,0.2575603657178789,False,False,False
inter_0.5,800,20,2,100,0.9933605085267186,0.9088267143119081,0.19898330272764042,False,False,False
inter_1.0,800,20,2,100,0.9954942061197698,0.9858666137044447,0.17553266719353644,False,False,False
hete_0.15,800,20,2,100,0.9882122496495882,0.5239868027120999,0.3087425107912196,False,False,False
hete_0.3,800,20,2,100,0.9919436203800412,0.8171261696473949,0.2759871547595907,False,False,False
hete_0.5,800,20,2,100,0.9943696562954645,0.9553683232203103,0.17937656478953556,False,False,False
noise_0.5,800,20,2,100,0.9761360991698389,0.06623030531952798,0.4825093460542149,False,False,False
noise_1.0,800,20,2,100,0.9829421293433488,0.22373516382957548,0.3915429771510617,False,False,False
noise_2.0,800,20,2,100,0.9845972160733439,0.296939136756708,0.3792289932001722,False,False,False
rho_0.3,800,20,2,100,0.9916432327601147,0.7948194967995861,0.2428652078285154,False,False,False
rho_0.5,800,20,2,100,0.9873352314448941,0.4605552149146323,0.30074216743044246,False,False,False
rho_0.7,800,20,2,100,0.9850612162441927,0.3208332916796286,0.3477282210822068,False,False,False
s1_0.5,800,20,2,100,0.9872162665074421,0.45233037218842015,0.25395139190436566,False,False,False
s1_1.0,800,20,2,100,0.9858704911621389,0.36624434062558775,0.33200702643229363,False,False,False
s1_2.0,800,20,2,100,0.9951649854006894,0.9791812017760266,0.2127724775806712,False,False,False
0_基准,800,20,3,100,0.9892153912496046,0.601590578678521,0.36615659313373783,False,False,False
inter_0.25,800,20,3,100,0.9891229228808076,0.5942637343285407,0.361502462803287,False,False,False
inter_0.5,800,20,3,100,0.988880430851162,0.5751941689241454,0.366860141359453,False,False,False
inter_1.0,800,20,3,100,0.9898370157797097,0.6514234535562979,0.3152327128887862,False,False,False
hete_0.15,800,20,3,100,0.9908292687544266,0.7314060712172126,0.26882271596197427,False,False,False
hete_0.3,800,20,3,100,0.9908824846123385,0.735646593399873,0.2653505276607433,False,False,False
hete_0.5,800,20,3,100,0.9908900692356353,0.7362501935542425,0.2647682985489439,False,False,False
noise_0.5,800,20,3,100,0.9908527778737797,0.733280567001075,0.2657576976177154,False,False,False
noise_1.0,800,20,3,100,0.9900447138191361,0.6682087242402387,0.31697177019842115,False,False,False
noise_2.0,800,20,3,100,0.9893963039955185,0.616001278124112,0.36125407241880225,False,False,False
rho_0.3,800,20,3,100,0.9885781880766068,0.5517646272420527,0.3946083305712591,False,False,False
rho_0.5,800,20,3,100,0.9887690205768466,0.5665108955725662,0.38209528389084824,False,False,False
rho_0.7,800,20,3,100,0.9881678426463301,0.5206642927973073,0.4189005741122145,False,False,False
s1_0.5,800,20,3,100,0.9880338280284534,0.510704789635601,0.42704166819721934,False,False,False
s1_1.0,800,20,3,100,0.9877176511041028,0.4876276197714765,0.45492632328317484,False,False,False
s1_2.0,800,20,3,100,0.9873958102887627,0.46477995313214693,0.4528602236324417,False,False,False
0_基准,800,30,2,100,0.9840676621471264,0.2715237251253021,0.3407171339792967,False,False,False
inter_0.25,800,30,2,100,0.9799808981045738,0.13247974366621018,0.38266077819507416,False,False,False
inter_0.5,800,30,2,100,0.9771111637900006,0.07898617417747206,0.4075475181357717,False,False,False
inter_1.0,800,30,2,100,0.9832356781228624,0.23541450220023613,0.4749517265500174,False,False,False
hete_0.15,800,30,2,100,0.981792051416756,0.18289691848333184,0.3099452077480862,False,False,False
hete_0.3,800,30,2,100,0.9827912366770493,0.21793790650586414,0.24139465795794024,False,False,False
hete_0.5,800,30,2,100,0.978216566431469,0.09643844203135181,0.3787843016515069,False,False,False
noise_0.5,800,30,2,100,0.9929785391144222,0.8867603603791867,0.21112208304752755,False,False,False
noise_1.0,800,30,2,100,0.9821003037245993,0.1931072960176744,0.3516671959852573,False,False,False
noise_2.0,800,30,2,100,0.9756322501710756,0.06047253027753892,0.43086028773532803,False,False,False
rho_0.3,800,30,2,100,0.9789003957763432,0.10909421299048055,0.5264621360523449,False,False,False
rho_0.5,800,30,2,100,0.9754794716089472,0.05882849452002558,0.5757218082361533,False,False,False
rho_0.7,800,30,2,100,0.9882083773054613,0.5236966412441308,0.29252483162035503,False,False,False
s1_0.5,800,30,2,100,0.9930755295431737,0.8925742223360504,0.2595292557435158,False,False,False
s1_1.0,800,30,2,100,0.9869611452143395,0.43501858737265303,0.366679556085046,False,False,False
s1_2.0,800,30,2,100,0.9874390628027284,0.46781127817543644,0.19744669739283438,False,False,False
0_基准,800,30,3,100,0.9914592419220607,0.7808143738695741,0.18206528714493686,False,False,False
inter_0.25,800,30,3,100,0.9917272685431047,0.8011341947846106,0.169757633807734,False,False,False
inter_0.5,800,30,3,100,0.991812564753074,0.8074863725304863,0.18353721394214517,False,False,False
inter_1.0,800,30,3,100,0.9919928711725172,0.8207090036694882,0.17099804202064206,False,False,False
hete_0.15,800,30,3,100,0.9914019539640162,0.7764074562688825,0.16723325232155162,False,False,False
hete_0.3,800,30,3,100,0.9914071194381927,0.7768056575649336,0.1669816763894829,False,False,False
hete_0.5,800,30,3,100,0.9919939846848034,0.8207897472761774,0.14858398512400584,False,False,False
noise_0.5,800,30,3,100,0.992096224875776,0.8281528250258466,0.1411287956081253,False,False,False
noise_1.0,800,30,3,100,0.9919409662098143,0.8169324535886038,0.14648606936816577,False,False,False
noise_2.0,800,30,3,100,0.9920248182012074,0.8230209100281471,0.1444905693777514,False,False,False
rho_0.3,800,30,3,100,0.9921070223242461,0.8289244550068369,0.13917370763431336,False,False,False
rho_0.5,800,30,3,100,0.992286495632054,0.8415740337666189,0.13118345552192068,False,False,False
rho_0.7,800,30,3,100,0.9910935510752767,0.7523613663466364,0.1645500301995213,False,False,False
s1_0.5,800,30,3,100,0.9911257125447566,0.754891749069484,0.16389080774627018,False,False,False
s1_1.0,800,30,3,100,0.9912286954692126,0.7629606281491502,0.1502355781106388,False,False,False
s1_2.0,800,30,3,100,0.9919207180192229,0.8154525255503293,0.14575286847171753,False,False,False
